event_id,is_anomaly,attack_type
EVT-0000641,0,normal
EVT-0000642,0,normal
EVT-0000643,0,normal
EVT-0000644,0,normal
EVT-0000645,0,normal
EVT-0000646,0,normal
EVT-0000647,0,normal
EVT-0000648,0,normal
EVT-0000649,0,normal
EVT-0000650,0,normal
EVT-0000651,0,normal
EVT-0000652,0,normal
EVT-0000653,0,normal
EVT-0000654,0,normal
EVT-0000655,0,normal
EVT-0000656,0,normal
EVT-0000657,0,normal
EVT-0000658,0,normal
EVT-0000659,0,normal
EVT-0000660,0,normal
EVT-0000661,0,normal
EVT-0000662,0,normal
EVT-0000663,0,normal
EVT-0000664,0,normal
EVT-0000665,0,normal
EVT-0000666,0,normal
EVT-0000667,0,normal
EVT-0000668,0,normal
EVT-0000669,0,normal
EVT-0000670,0,normal
EVT-0000671,0,normal
EVT-0000672,0,normal
EVT-0000673,0,normal
EVT-0000674,0,normal
EVT-0000675,0,normal
EVT-0000676,0,normal
EVT-0000677,0,normal
EVT-0000678,0,normal
EVT-0000679,0,normal
EVT-0000680,0,normal
EVT-0000681,0,normal
EVT-0000682,0,normal
EVT-0000683,0,normal
EVT-0000684,0,normal
EVT-0000685,0,normal
EVT-0000686,0,normal
EVT-0000687,0,normal
EVT-0000688,0,normal
EVT-0000689,0,normal
EVT-0000690,0,normal
EVT-0000691,0,normal
EVT-0000692,0,normal
EVT-0000693,0,normal
EVT-0000694,0,normal
EVT-0000695,0,normal
EVT-0000696,0,normal
EVT-0000697,0,normal
EVT-0000698,0,normal
EVT-0000699,0,normal
EVT-0000700,0,normal
EVT-0000701,0,normal
EVT-0000702,0,normal
EVT-0000703,0,normal
EVT-0000704,1,lateral_movement
EVT-0000705,0,normal
EVT-0000706,0,normal
EVT-0000707,1,lateral_movement
EVT-0000708,0,normal
EVT-0000709,0,normal
EVT-0000710,0,normal
EVT-0000711,0,normal
EVT-0000712,1,lateral_movement
EVT-0000713,0,normal
EVT-0000714,0,normal
EVT-0000715,0,normal
EVT-0000716,0,normal
EVT-0000717,0,normal
EVT-0000718,0,normal
EVT-0000719,1,lateral_movement
EVT-0000720,0,normal
EVT-0000721,0,normal
EVT-0000722,0,normal
EVT-0000723,0,normal
EVT-0000724,0,normal
EVT-0000725,0,normal
EVT-0000726,0,normal
EVT-0000727,0,normal
EVT-0000728,0,normal
EVT-0000729,0,normal
EVT-0000730,0,normal
EVT-0000731,0,normal
EVT-0000732,0,normal
EVT-0000733,0,normal
EVT-0000734,0,normal
EVT-0000735,0,normal
EVT-0000736,0,normal
EVT-0000737,0,normal
EVT-0000738,0,normal
EVT-0000739,0,normal
EVT-0000740,0,normal
EVT-0000741,1,impossible_travel
EVT-0000742,0,normal
EVT-0000743,0,normal
EVT-0000744,0,normal
EVT-0000745,0,normal
EVT-0000746,0,normal
EVT-0000747,0,normal
EVT-0000748,0,normal
EVT-0000749,0,normal
EVT-0000750,0,normal
EVT-0000751,0,normal
EVT-0000752,0,normal
EVT-0000753,0,normal
EVT-0000754,0,normal
EVT-0000755,0,normal
EVT-0000756,0,normal
EVT-0000757,0,normal
EVT-0000758,0,normal
EVT-0000759,0,normal
EVT-0000760,0,normal
EVT-0000761,0,normal
EVT-0000762,0,normal
EVT-0000763,0,normal
EVT-0000764,0,normal
EVT-0000765,0,normal
EVT-0000766,0,normal
EVT-0000767,0,normal
EVT-0000768,0,normal
EVT-0000769,0,normal
EVT-0000770,0,normal
EVT-0000771,0,normal
EVT-0000772,0,normal
EVT-0000773,0,normal
EVT-0000774,0,normal
EVT-0000775,0,normal
EVT-0000776,0,normal
EVT-0000777,0,normal
EVT-0000778,0,normal
EVT-0000779,0,normal
EVT-0000780,0,normal
EVT-0000781,0,normal
EVT-0000782,0,normal
EVT-0000783,0,normal
EVT-0000784,0,normal
EVT-0000785,0,normal
EVT-0000786,0,normal
EVT-0000787,0,normal
EVT-0000788,0,normal
EVT-0000789,0,normal
EVT-0000790,0,normal
EVT-0000791,0,normal
EVT-0000792,0,normal
EVT-0000793,0,normal
EVT-0000794,1,impossible_travel
EVT-0000795,0,normal
EVT-0000796,0,normal
EVT-0000797,0,normal
EVT-0000798,0,normal
EVT-0000799,0,normal
EVT-0000800,0,normal
EVT-0000801,0,normal
EVT-0000802,0,normal
EVT-0000803,0,normal
EVT-0000804,0,normal
EVT-0000805,0,normal
EVT-0000806,0,normal
EVT-0000807,0,normal
EVT-0000808,0,normal
EVT-0000809,0,normal
EVT-0000810,0,normal
EVT-0000811,0,normal
EVT-0000812,0,normal
EVT-0000813,0,normal
EVT-0000814,0,normal
EVT-0000815,0,normal
EVT-0000816,0,normal
EVT-0000817,0,normal
EVT-0000818,0,normal
EVT-0000819,0,normal
EVT-0000820,0,normal
EVT-0000821,0,normal
EVT-0000822,0,normal
EVT-0000823,0,normal
EVT-0000824,0,normal
EVT-0000825,0,normal
EVT-0000826,0,normal
EVT-0000827,0,normal
EVT-0000828,0,normal
EVT-0000829,0,normal
EVT-0000830,0,normal
EVT-0000831,0,normal
EVT-0000832,0,normal
EVT-0000833,0,normal
EVT-0000834,0,normal
EVT-0000835,0,normal
EVT-0000836,0,normal
EVT-0000837,0,normal
EVT-0000838,0,normal
EVT-0000839,1,impossible_travel
EVT-0000840,0,normal
EVT-0000841,0,normal
EVT-0000842,0,normal
EVT-0000843,1,device_spoofing
EVT-0000844,0,normal
EVT-0000845,0,normal
EVT-0000846,0,normal
EVT-0000847,0,normal
EVT-0000848,0,normal
EVT-0000849,0,normal
EVT-0000850,0,normal
EVT-0000851,0,normal
EVT-0000852,0,normal
EVT-0000853,0,normal
EVT-0000854,0,normal
EVT-0000855,0,normal
EVT-0000856,0,normal
EVT-0000857,0,normal
EVT-0000858,0,normal
EVT-0000859,0,normal
EVT-0000860,0,normal
EVT-0000861,0,normal
EVT-0000862,0,normal
EVT-0000863,0,normal
EVT-0000864,0,normal
EVT-0000865,0,normal
EVT-0000866,0,normal
EVT-0000867,0,normal
EVT-0000868,0,normal
EVT-0000869,0,normal
EVT-0000870,0,normal
EVT-0000871,0,normal
EVT-0000872,0,normal
EVT-0000873,0,normal
EVT-0000874,0,normal
EVT-0000875,0,normal
EVT-0000876,0,normal
EVT-0000877,0,normal
EVT-0000878,0,normal
EVT-0000879,0,normal
EVT-0000880,0,normal
EVT-0000881,0,normal
EVT-0000882,0,normal
EVT-0000883,0,normal
EVT-0000884,0,normal
EVT-0000885,0,normal
EVT-0000886,0,normal
EVT-0000887,0,normal
EVT-0000888,0,normal
EVT-0000889,1,lateral_movement
EVT-0000890,0,normal
EVT-0000891,0,normal
EVT-0000892,1,lateral_movement
EVT-0000893,0,normal
EVT-0000894,1,lateral_movement
EVT-0000895,0,normal
EVT-0000896,0,normal
EVT-0000897,0,normal
EVT-0000898,0,normal
EVT-0000899,0,normal
EVT-0000900,0,normal
EVT-0000901,0,normal
EVT-0000902,0,normal
EVT-0000903,0,normal
EVT-0000904,0,normal
EVT-0000905,0,normal
EVT-0000906,0,normal
EVT-0000907,0,normal
EVT-0000908,0,normal
EVT-0000909,0,normal
EVT-0000910,0,normal
EVT-0000911,0,normal
EVT-0000912,0,normal
EVT-0000913,0,normal
EVT-0000914,0,normal
EVT-0000915,0,normal
EVT-0000916,0,normal
EVT-0000917,0,normal
EVT-0000918,0,normal
EVT-0000919,0,normal
EVT-0000920,0,normal
EVT-0000921,0,normal
EVT-0000922,0,normal
EVT-0000923,0,normal
EVT-0000924,0,normal
EVT-0000925,0,normal
EVT-0000926,0,normal
EVT-0000927,0,normal
EVT-0000928,0,normal
EVT-0000929,0,normal
EVT-0000930,0,normal
EVT-0000931,0,normal
EVT-0000932,0,normal
EVT-0000933,0,normal
EVT-0000934,0,normal
EVT-0000935,0,normal
EVT-0000936,0,normal
EVT-0000937,0,normal
EVT-0000938,0,normal
EVT-0000939,0,normal
EVT-0000940,0,normal
EVT-0000941,0,normal
EVT-0000942,0,normal
EVT-0000943,0,normal
EVT-0000944,0,normal
EVT-0000945,0,normal
EVT-0000946,0,normal
EVT-0000947,0,normal
EVT-0000948,0,normal
EVT-0000949,0,normal
EVT-0000950,0,normal
EVT-0000951,1,impossible_travel
EVT-0000952,0,normal
EVT-0000953,0,normal
EVT-0000954,0,normal
EVT-0000955,0,normal
EVT-0000956,0,normal
EVT-0000957,0,normal
EVT-0000958,0,normal
EVT-0000959,0,normal
EVT-0000960,0,normal
EVT-0000961,0,normal
EVT-0000962,0,normal
EVT-0000963,0,normal
EVT-0000964,0,normal
EVT-0000965,0,normal
EVT-0000966,0,normal
EVT-0000967,0,normal
EVT-0000968,0,normal
EVT-0000969,0,normal
EVT-0000970,0,normal
EVT-0000971,0,normal
EVT-0000972,0,normal
EVT-0000973,0,normal
EVT-0000974,0,normal
EVT-0000975,0,normal
EVT-0000976,0,normal
EVT-0000977,0,normal
EVT-0000978,0,normal
EVT-0000979,0,normal
EVT-0000980,0,normal
EVT-0000981,0,normal
EVT-0000982,0,normal
EVT-0000983,0,normal
EVT-0000984,0,normal
EVT-0000985,0,normal
EVT-0000986,0,normal
EVT-0000987,0,normal
EVT-0000988,0,normal
EVT-0000989,0,normal
EVT-0000990,0,normal
EVT-0000991,0,normal
EVT-0000992,0,normal
EVT-0000993,0,normal
EVT-0000994,0,normal
EVT-0000995,0,normal
EVT-0000996,0,normal
EVT-0000997,0,normal
EVT-0000998,0,normal
EVT-0000999,0,normal
EVT-0001000,0,normal
EVT-0001001,0,normal
EVT-0001002,0,normal
EVT-0001003,0,normal
EVT-0001004,0,normal
EVT-0001005,0,normal
EVT-0001006,0,normal
EVT-0001007,0,normal
EVT-0001008,0,normal
EVT-0001009,0,normal
EVT-0001010,0,normal
EVT-0001011,0,normal
EVT-0001012,0,normal
EVT-0001013,0,normal
EVT-0001014,0,normal
EVT-0001015,0,normal
EVT-0001016,0,normal
EVT-0001017,0,normal
EVT-0001018,0,normal
EVT-0001019,0,normal
EVT-0001020,0,normal
EVT-0001021,0,normal
EVT-0001022,0,normal
EVT-0001023,0,normal
EVT-0001024,0,normal
EVT-0001025,0,normal
EVT-0001026,0,normal
EVT-0001027,0,normal
EVT-0001028,0,normal
EVT-0001029,0,normal
EVT-0001030,0,normal
EVT-0001031,0,normal
EVT-0001032,0,normal
EVT-0001033,0,normal
EVT-0001034,0,normal
EVT-0001035,0,normal
EVT-0001036,0,normal
EVT-0001037,0,normal
EVT-0001038,0,normal
EVT-0001039,0,normal
EVT-0001040,0,normal
EVT-0001041,0,normal
EVT-0001042,0,normal
EVT-0001043,0,normal
EVT-0001044,0,normal
EVT-0001045,0,normal
EVT-0001046,1,low_slow_exfiltration
EVT-0001047,0,normal
EVT-0001048,0,normal
EVT-0001049,0,normal
EVT-0001050,0,normal
EVT-0001051,0,normal
EVT-0001052,0,normal
EVT-0001053,0,normal
EVT-0001054,0,normal
EVT-0001055,0,normal
EVT-0001056,0,normal
EVT-0001057,0,normal
EVT-0001058,0,normal
EVT-0001059,0,normal
EVT-0001060,0,normal
EVT-0001061,0,normal
EVT-0001062,0,normal
EVT-0001063,0,normal
EVT-0001064,0,normal
EVT-0001065,0,normal
EVT-0001066,0,normal
EVT-0001067,0,normal
